Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY,AnchorIndex,HMDIsValid,HMDCoordinateSystem,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDEulerX,HMDEulerY,HMDEulerZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ,CubeHumanPositionX,CubeHumanPositionY,CubeHumanPositionZ
0.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,0,True,Device,0.007360,1.065972,0.008590,-0.083653,0.004331,-0.006498,0.996464,350.406500,0.564686,359.205400,,,,,,,0.000000,0.000000,0.000000
0.011765,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.007363,1.065955,0.008600,-0.083760,0.004398,-0.006488,0.996455,350.394100,0.572545,359.205700,,,,,,,,,
0.021805,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.007360,1.065942,0.008603,-0.083665,0.004471,-0.006475,0.996463,350.405200,0.580761,359.206700,,,,,,,,,
0.033051,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.007360,1.065925,0.008606,-0.083581,0.004542,-0.006445,0.996470,350.414900,0.588629,359.209500,,,,,,,,,
0.044250,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.007371,1.065909,0.008611,-0.083524,0.004537,-0.006468,0.996474,350.421400,0.588139,359.206900,,,,,,,,,
0.055176,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.007364,1.065894,0.008611,-0.083473,0.004647,-0.006562,0.996478,350.427500,0.601733,359.195000,,,,,,,,,
0.066406,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,True,0.478370,0.558968,,True,Device,0.007358,1.065898,0.008609,-0.083428,0.004735,-0.006545,0.996481,350.432600,0.611729,359.196100,,,,,,,,,
0.077469,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,True,0.445351,0.495545,False,0.000,True,0.478370,0.558968,,True,Device,0.007350,1.065903,0.008609,-0.083411,0.004781,-0.006526,0.996482,350.434600,0.616889,359.197900,,,,,,,,,
0.088547,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,True,0.445351,0.495545,False,0.000,True,0.478315,0.561025,,True,Device,0.007341,1.065907,0.008608,-0.083440,0.004728,-0.006553,0.996480,350.431200,0.611027,359.195300,,,,,,,,,
0.099670,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,True,0.445206,0.495993,False,0.000,True,0.478315,0.561025,,True,Device,0.007314,1.065910,0.008608,-0.083440,0.004672,-0.006591,0.996480,350.431300,0.604893,359.191500,,,,,,,,,
