Timestamp,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY
0.000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.026,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.046,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.056,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.067,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.079,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.089,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.100,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.111,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.122,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.134,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.144,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.156,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.167,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.178,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.189,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.200,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.211,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.222,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.233,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.244,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.255,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.267,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.278,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.290,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.300,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.311,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.322,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.333,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.344,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.355,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.367,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.378,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.389,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.400,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.411,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.422,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.433,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.444,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.456,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.467,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.478,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.490,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.501,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.512,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.523,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.534,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.545,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.559,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.569,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.578,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.590,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.600,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.611,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.623,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.633,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.645,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.656,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
0.667,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000
